RTLLM,TB-RTL-0842,pwm_gen_10,Control Logic,CodeLlama-34B-Instruct,Meta,DeepSeek-Coder-V2,DeepSeek,0,88.85,74.3,65.08,31,11,20,35.48,53.37,BIT_FLIP:9;COND_INV:8;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,SymbiYosys 0.44+boolector,PROVEN_CORRECT,0,0.7724,PASS,TRUE_ACCEPTANCE,0,38.0,0.2539,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0843,pwm_gen_10,Control Logic,CodeLlama-34B-Instruct,Meta,Llama-3.1-70B-Instruct,Meta,1,93.83,82.46,68.25,38,15,23,39.47,54.36,BIT_FLIP:12;COND_INV:9;STATE_BYPASS:7;OFF_BY_ONE:4;OP_REPLACE:6,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.6999,PASS,FALSE_ACCEPTANCE,1,73.92,0.4253,1.68,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0844,pwm_gen_10,Control Logic,VeriGen-16B,OpenHardware,GPT-4o,OpenAI,0,81.55,68.25,53.96,29,10,19,34.48,47.07,BIT_FLIP:9;COND_INV:7;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:5,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.8973,PASS,FALSE_ACCEPTANCE,1,36.0,0.2318,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0845,pwm_gen_10,Control Logic,VeriGen-16B,OpenHardware,Claude-3.5-Sonnet,Anthropic,0,90.85,77.03,59.98,40,11,29,27.5,63.35,BIT_FLIP:12;COND_INV:10;STATE_BYPASS:8;OFF_BY_ONE:4;OP_REPLACE:6,Cadence JasperGold 2024.09,PROVEN_CORRECT,0,0.82,PASS,TRUE_ACCEPTANCE,0,33.0,0.219,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0846,pwm_gen_10,Control Logic,VeriGen-16B,OpenHardware,DeepSeek-Coder-V2,DeepSeek,0,85.87,75.11,69.34,34,10,24,29.41,56.46,BIT_FLIP:10;COND_INV:8;STATE_BYPASS:6;OFF_BY_ONE:4;OP_REPLACE:6,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.05,FAIL,TRUE_REJECTION,0,38.0,0.2539,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0847,pwm_gen_10,Control Logic,VeriGen-16B,OpenHardware,Qwen2.5-Coder-32B,Qwen,0,86.61,80.6,71.43,30,9,21,30.0,56.61,BIT_FLIP:9;COND_INV:7;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.4829,FAIL,TRUE_REJECTION,0,40.0,0.2705,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0848,pwm_gen_10,Control Logic,VeriGen-16B,OpenHardware,Llama-3.1-70B-Instruct,Meta,0,84.34,74.95,63.07,38,12,26,31.58,52.76,BIT_FLIP:12;COND_INV:9;STATE_BYPASS:7;OFF_BY_ONE:4;OP_REPLACE:6,SymbiYosys 0.44+boolector,PROVEN_CORRECT,0,0.7207,PASS,TRUE_ACCEPTANCE,0,44.0,0.2898,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0849,freq_div_11,Control Logic,Claude-3.5-Sonnet,Anthropic,Claude-3.5-Sonnet,Anthropic,1,97.78,86.31,73.99,25,14,11,56.0,41.78,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.8478,PASS,FALSE_ACCEPTANCE,1,60.06,0.3213,1.82,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0850,freq_div_11,Control Logic,GPT-4o,OpenAI,GPT-4o,OpenAI,1,95.7,87.53,72.07,28,12,16,42.86,52.84,BIT_FLIP:8;COND_INV:7;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:5,SymbiYosys 0.44+boolector,PROVEN_BUGGY,1,0.6223,PASS,FALSE_ACCEPTANCE,1,64.08,0.3402,1.78,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0851,freq_div_11,Control Logic,GPT-4o,OpenAI,DeepSeek-Coder-V2,DeepSeek,0,94.44,79.63,69.41,30,15,15,50.0,44.44,BIT_FLIP:9;COND_INV:7;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,Cadence JasperGold 2024.09,PROVEN_CORRECT,0,0.8045,PASS,TRUE_ACCEPTANCE,0,38.0,0.2539,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0852,freq_div_11,Control Logic,GPT-4-Turbo,OpenAI,GPT-4o,OpenAI,1,91.86,82.97,75.76,30,14,16,46.67,45.19,BIT_FLIP:9;COND_INV:7;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.9383,PASS,FALSE_ACCEPTANCE,1,64.08,0.3402,1.78,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0853,freq_div_11,Control Logic,GPT-4-Turbo,OpenAI,Claude-3.5-Sonnet,Anthropic,0,91.93,81.69,70.77,25,12,13,48.0,43.93,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.7481,PASS,FALSE_ACCEPTANCE,1,33.0,0.219,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0854,freq_div_11,Control Logic,GPT-4-Turbo,OpenAI,DeepSeek-Coder-V2,DeepSeek,0,99.66,93.66,77.7,31,14,17,45.16,54.5,BIT_FLIP:9;COND_INV:8;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,SymbiYosys 0.44+boolector,PROVEN_CORRECT,0,0.8537,PASS,TRUE_ACCEPTANCE,0,38.0,0.2539,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0855,freq_div_11,Control Logic,DeepSeek-Coder-V2-0724,DeepSeek,GPT-4o,OpenAI,0,87.86,76.61,59.49,27,11,16,40.74,47.12,BIT_FLIP:8;COND_INV:7;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:4,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.125,FAIL,TRUE_REJECTION,0,36.0,0.2318,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0856,freq_div_11,Control Logic,DeepSeek-Coder-V2-0724,DeepSeek,DeepSeek-Coder-V2,DeepSeek,1,86.78,77.0,59.66,26,12,14,46.15,40.63,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:4,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.4983,FAIL,TRUE_REJECTION,0,66.12,0.3726,1.74,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0857,freq_div_11,Control Logic,DeepSeek-Coder-V2-0724,DeepSeek,Qwen2.5-Coder-32B,Qwen,0,94.2,87.02,75.82,32,13,19,40.62,53.58,BIT_FLIP:10;COND_INV:8;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,Cadence JasperGold 2024.09,PROVEN_CORRECT,0,0.98,PASS,TRUE_ACCEPTANCE,0,40.0,0.2705,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0858,freq_div_11,Control Logic,Qwen2.5-Coder-32B,Qwen,DeepSeek-Coder-V2,DeepSeek,0,91.53,84.44,68.93,27,10,17,37.04,54.49,BIT_FLIP:8;COND_INV:7;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:4,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.3342,FAIL,TRUE_REJECTION,0,38.0,0.2539,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0859,freq_div_11,Control Logic,Qwen2.5-Coder-32B,Qwen,Qwen2.5-Coder-32B,Qwen,1,90.26,83.68,72.51,31,15,16,48.39,41.87,BIT_FLIP:9;COND_INV:8;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.48,FAIL,TRUE_REJECTION,0,68.0,0.3969,1.7,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0860,freq_div_11,Control Logic,Llama-3.1-70B-Instruct,Meta,Claude-3.5-Sonnet,Anthropic,0,92.2,83.68,68.48,28,11,17,39.29,52.91,BIT_FLIP:8;COND_INV:7;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:5,SymbiYosys 0.44+boolector,PROVEN_CORRECT,0,0.8554,PASS,TRUE_ACCEPTANCE,0,33.0,0.219,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0861,freq_div_11,Control Logic,Llama-3.1-70B-Instruct,Meta,Qwen2.5-Coder-32B,Qwen,0,93.59,83.57,67.16,25,10,15,40.0,53.59,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.8504,PASS,FALSE_ACCEPTANCE,1,40.0,0.2705,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0862,freq_div_11,Control Logic,Llama-3.1-70B-Instruct,Meta,Llama-3.1-70B-Instruct,Meta,1,91.71,77.94,67.81,27,11,16,40.74,50.97,BIT_FLIP:8;COND_INV:7;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:4,SymbiYosys 0.44+boolector,PROVEN_BUGGY,1,0.6551,PASS,FALSE_ACCEPTANCE,1,73.92,0.4253,1.68,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0863,freq_div_11,Control Logic,CodeLlama-34B-Instruct,Meta,GPT-4o,OpenAI,0,88.83,77.41,66.52,27,10,17,37.04,51.79,BIT_FLIP:8;COND_INV:7;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:4,Cadence JasperGold 2024.09,PROVEN_CORRECT,0,0.708,PASS,TRUE_ACCEPTANCE,0,36.0,0.2318,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0864,freq_div_11,Control Logic,CodeLlama-34B-Instruct,Meta,DeepSeek-Coder-V2,DeepSeek,0,90.56,80.48,74.99,32,11,21,34.38,56.18,BIT_FLIP:10;COND_INV:8;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.2452,FAIL,TRUE_REJECTION,0,38.0,0.2539,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0865,freq_div_11,Control Logic,CodeLlama-34B-Instruct,Meta,Qwen2.5-Coder-32B,Qwen,0,92.06,81.4,71.22,27,10,17,37.04,55.02,BIT_FLIP:8;COND_INV:7;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:4,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.5825,PASS,FALSE_ACCEPTANCE,1,40.0,0.2705,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0866,freq_div_11,Control Logic,CodeLlama-34B-Instruct,Meta,Llama-3.1-70B-Instruct,Meta,1,91.46,80.7,71.55,26,10,16,38.46,53.0,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:4,SymbiYosys 0.44+boolector,PROVEN_CORRECT,0,0.8289,PASS,TRUE_ACCEPTANCE,0,73.92,0.4253,1.68,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0867,freq_div_11,Control Logic,VeriGen-16B,OpenHardware,GPT-4o,OpenAI,0,86.34,77.11,62.1,27,11,16,40.74,45.6,BIT_FLIP:8;COND_INV:7;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:4,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.6559,PASS,FALSE_ACCEPTANCE,1,36.0,0.2318,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0868,freq_div_11,Control Logic,VeriGen-16B,OpenHardware,Claude-3.5-Sonnet,Anthropic,0,82.48,75.35,59.7,25,8,17,32.0,50.48,BIT_FLIP:8;COND_INV:6;STATE_BYPASS:5;OFF_BY_ONE:3;OP_REPLACE:3,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.4948,FAIL,TRUE_REJECTION,0,33.0,0.219,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0869,freq_div_11,Control Logic,VeriGen-16B,OpenHardware,DeepSeek-Coder-V2,DeepSeek,0,86.43,79.97,64.08,31,13,18,41.94,44.49,BIT_FLIP:9;COND_INV:8;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,Cadence JasperGold 2024.09,PROVEN_CORRECT,0,0.7212,PASS,TRUE_ACCEPTANCE,0,38.0,0.2539,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0870,freq_div_11,Control Logic,VeriGen-16B,OpenHardware,Qwen2.5-Coder-32B,Qwen,0,84.23,69.88,54.18,30,10,20,33.33,50.9,BIT_FLIP:9;COND_INV:7;STATE_BYPASS:6;OFF_BY_ONE:3;OP_REPLACE:5,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.4169,FAIL,TRUE_REJECTION,0,40.0,0.2705,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0871,radix4_multiplier_12,Arithmetic Datapath,Claude-3.5-Sonnet,Anthropic,GPT-4o,OpenAI,0,94.93,81.3,66.14,71,29,42,40.85,54.08,BIT_FLIP:22;COND_INV:18;STATE_BYPASS:14;OFF_BY_ONE:8;OP_REPLACE:9,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.5952,PASS,FALSE_ACCEPTANCE,1,36.0,0.2318,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0872,radix4_multiplier_12,Arithmetic Datapath,Claude-3.5-Sonnet,Anthropic,Claude-3.5-Sonnet,Anthropic,1,99.64,86.01,79.32,80,38,42,47.5,52.14,BIT_FLIP:25;COND_INV:20;STATE_BYPASS:16;OFF_BY_ONE:9;OP_REPLACE:10,SymbiYosys 0.44+boolector,PROVEN_CORRECT,0,0.8871,PASS,TRUE_ACCEPTANCE,0,60.06,0.3213,1.82,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0873,radix4_multiplier_12,Arithmetic Datapath,Claude-3.5-Sonnet,Anthropic,Llama-3.1-70B-Instruct,Meta,0,96.76,85.2,75.52,80,42,38,52.5,44.26,BIT_FLIP:25;COND_INV:20;STATE_BYPASS:16;OFF_BY_ONE:9;OP_REPLACE:10,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.4059,FAIL,TRUE_REJECTION,0,44.0,0.2898,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0874,radix4_multiplier_12,Arithmetic Datapath,GPT-4o,OpenAI,GPT-4o,OpenAI,1,92.48,85.81,75.26,80,33,47,41.25,51.23,BIT_FLIP:25;COND_INV:20;STATE_BYPASS:16;OFF_BY_ONE:9;OP_REPLACE:10,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.3459,FAIL,TRUE_REJECTION,0,64.08,0.3402,1.78,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0875,radix4_multiplier_12,Arithmetic Datapath,GPT-4o,OpenAI,Claude-3.5-Sonnet,Anthropic,0,96.26,84.43,68.39,72,29,43,40.28,55.98,BIT_FLIP:23;COND_INV:18;STATE_BYPASS:14;OFF_BY_ONE:8;OP_REPLACE:9,Cadence JasperGold 2024.09,PROVEN_CORRECT,0,0.9416,PASS,TRUE_ACCEPTANCE,0,33.0,0.219,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0876,radix4_multiplier_12,Arithmetic Datapath,GPT-4o,OpenAI,DeepSeek-Coder-V2,DeepSeek,0,98.62,88.51,72.96,80,43,37,53.75,44.87,BIT_FLIP:25;COND_INV:20;STATE_BYPASS:16;OFF_BY_ONE:9;OP_REPLACE:10,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.0956,FAIL,TRUE_REJECTION,0,38.0,0.2539,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0877,radix4_multiplier_12,Arithmetic Datapath,GPT-4-Turbo,OpenAI,GPT-4o,OpenAI,1,89.24,78.18,67.51,74,30,44,40.54,48.7,BIT_FLIP:23;COND_INV:19;STATE_BYPASS:14;OFF_BY_ONE:8;OP_REPLACE:10,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.6304,PASS,FALSE_ACCEPTANCE,1,64.08,0.3402,1.78,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0878,radix4_multiplier_12,Arithmetic Datapath,GPT-4-Turbo,OpenAI,Claude-3.5-Sonnet,Anthropic,0,91.18,83.49,75.05,69,34,35,49.28,41.9,BIT_FLIP:22;COND_INV:17;STATE_BYPASS:13;OFF_BY_ONE:8;OP_REPLACE:9,SymbiYosys 0.44+boolector,PROVEN_CORRECT,0,0.8879,PASS,TRUE_ACCEPTANCE,0,33.0,0.219,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0879,radix4_multiplier_12,Arithmetic Datapath,GPT-4-Turbo,OpenAI,DeepSeek-Coder-V2,DeepSeek,0,99.8,93.6,83.46,77,25,52,32.47,67.33,BIT_FLIP:24;COND_INV:20;STATE_BYPASS:15;OFF_BY_ONE:9;OP_REPLACE:9,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.6405,PASS,FALSE_ACCEPTANCE,1,38.0,0.2539,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0880,radix4_multiplier_12,Arithmetic Datapath,GPT-4-Turbo,OpenAI,Llama-3.1-70B-Instruct,Meta,0,91.25,83.48,67.13,64,28,36,43.75,47.5,BIT_FLIP:20;COND_INV:16;STATE_BYPASS:12;OFF_BY_ONE:7;OP_REPLACE:9,SymbiYosys 0.44+boolector,COUNTEREXAMPLE_FOUND,1,0.1715,FAIL,TRUE_REJECTION,0,44.0,0.2898,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0881,radix4_multiplier_12,Arithmetic Datapath,DeepSeek-Coder-V2-0724,DeepSeek,Claude-3.5-Sonnet,Anthropic,0,93.61,78.85,68.49,74,30,44,40.54,53.07,BIT_FLIP:23;COND_INV:19;STATE_BYPASS:14;OFF_BY_ONE:8;OP_REPLACE:10,Cadence JasperGold 2024.09,PROVEN_CORRECT,0,0.8019,PASS,TRUE_ACCEPTANCE,0,33.0,0.219,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0882,radix4_multiplier_12,Arithmetic Datapath,DeepSeek-Coder-V2-0724,DeepSeek,DeepSeek-Coder-V2,DeepSeek,1,99.8,90.57,82.78,70,32,38,45.71,54.09,BIT_FLIP:22;COND_INV:18;STATE_BYPASS:14;OFF_BY_ONE:8;OP_REPLACE:8,SymbiYosys 0.44+boolector,PROVEN_BUGGY,1,0.7883,PASS,FALSE_ACCEPTANCE,1,66.12,0.3726,1.74,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0883,radix4_multiplier_12,Arithmetic Datapath,DeepSeek-Coder-V2-0724,DeepSeek,Qwen2.5-Coder-32B,Qwen,0,93.15,81.64,72.01,77,31,46,40.26,52.89,BIT_FLIP:24;COND_INV:20;STATE_BYPASS:15;OFF_BY_ONE:9;OP_REPLACE:9,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.163,FAIL,TRUE_REJECTION,0,40.0,0.2705,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0884,radix4_multiplier_12,Arithmetic Datapath,DeepSeek-Coder-V2-0724,DeepSeek,Llama-3.1-70B-Instruct,Meta,0,98.15,87.81,72.47,72,30,42,41.67,56.48,BIT_FLIP:23;COND_INV:18;STATE_BYPASS:14;OFF_BY_ONE:8;OP_REPLACE:9,SymbiYosys 0.44+boolector,PROVEN_CORRECT,0,0.8358,PASS,TRUE_ACCEPTANCE,0,44.0,0.2898,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
RTLLM,TB-RTL-0885,radix4_multiplier_12,Arithmetic Datapath,Qwen2.5-Coder-32B,Qwen,GPT-4o,OpenAI,0,90.63,81.0,64.27,73,30,43,41.1,49.53,BIT_FLIP:23;COND_INV:18;STATE_BYPASS:14;OFF_BY_ONE:8;OP_REPLACE:10,Cadence JasperGold 2024.09,COUNTEREXAMPLE_FOUND,1,0.4918,FAIL,TRUE_REJECTION,0,36.0,0.2318,1.0,"Lu et al., 'RTLLM: An Open-Source Benchmark for RTL Generation', IEEE TCAD 2024",https://github.com/hkust-zhiyao/RTLLM,2026-08-24T09:49:51.286318+00:00
