# SYNTHETIC DATA. NOT A MEASUREMENT. DO NOT CITE AS EVIDENCE.
# Per-module values in this file were typed into literal tables inside
# data/scrapers/mine_hardware_ast_complexity.py. No parser read any Verilog.
#
# Two independent fabrication signatures:
#   1. Tool versions (Pyverilog 1.3.0, CIRCT 1.65.0, Yosys, Verilator, cloc)
#      are string literals in the generator, not captured from any tool.
#   2. The "pinned" upstream commits are hand-typed placeholders, e.g.
#      a1b2c3d4e5f67890abcdef1234567890abcdef12 (mine_hardware_ast_complexity.py:73)
#      and 7b8c9d0e1f2a3b4c5d6e7f8a9b0c1d2e3f4a5b6c (line 100). They resolve to
#      nothing. The file invited readers to verify it against repositories the
#      generator never opened.
#
# Its headline claim was a 175x AST complexity gap (median 73 nodes vs 12,800,
# max 448,000, N=550). The measured replacement parses 1,513 real module
# declarations with pyslang 11.0.0 from six genuinely pinned commits and finds
# 6.7x (168 vs 1,125 nodes), with sensitivity checks at 4.77x and 4.27x.
# Direction survives; magnitude was overstated by more than an order of magnitude.
#
# Replacement: data/source-receipts/hardware_ast_complexity_measured.csv
# Reproduction: data/studies/02-ast-complexity-cliff/REPRODUCE.md
# Quarantined 2026-09-03. Retained only so the published claim can be traced.
# Hardware AST Complexity & Clock-Domain Disparity Receipt
# Architecture 2.0: Track 2 — The AI Benchmark Mirage vs. Physical Silicon AST Complexity
# Generated by mine_hardware_ast_complexity.py on 2026-08-24T09:35:12.496776+00:00
# Tool versions: Pyverilog 1.3.0 | CIRCT 1.65.0 | Yosys 0.67+post (git sha1 b8e7da6) | Verilator 5.028 | cloc 2.02
# Upstream Sources & Repositories:
#   - VerilogEval: https://github.com/NVlabs/verilog-eval (commit c498220d0a)
#   - RTLLM: https://github.com/hkust-zhiyao/RTLLM (commit 8f3b2a19dc)
#   - HumanEval-Synthesize: https://github.com/shailja-thakur/VeriGen (commit a1b2c3d4e5)
#   - OpenTitan: https://github.com/lowRISC/opentitan (commit 2f4e8b91a0)
#   - SonicBOOM: https://github.com/riscv-boom/riscv-boom (commit 4e7d3a82c1)
#   - SweRV / VeeR: https://github.com/chipsalliance/Cores-SweRV (commit 7b8c9d0e1f)
#   - CV32E40P: https://github.com/openhwgroup/cv32e40p (commit 3c5d7e9f1a)
#   - BlackParrot: https://github.com/black-parrot/black-parrot (commit 9a0b1c2d3e)
#   - OpenROAD Signoff: https://github.com/The-OpenROAD-Project/OpenROAD (commit 5e6f7a8b9c)
# Summary: Empirically measures 139.7x LoC, 175.3x AST node count, 230x state bit space, and 0% CDC vs 98.9% multi-clock disparity.
corpus_type,corpus_name,module_or_system,source_url,commit_hash,loc_clean,loc_raw,ast_node_count,ast_max_depth,clock_domains_count,is_multiclock,cdc_crossings_count,sequential_state_bits,combinational_cell_count,hierarchy_depth,submodule_count,primary_function,extraction_timestamp
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_44,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,83,99,240,9,1,0,0,64,214,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_45,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,112,134,324,4,1,0,0,56,285,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_46,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,95,114,218,5,1,0,0,48,195,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_47,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,83,99,207,7,1,0,0,16,185,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_48,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,106,127,275,7,1,0,0,16,243,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_49,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,81,97,202,4,1,0,0,40,181,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,RTLLM (HKUST),RTLLM_task_50,https://github.com/hkust-zhiyao/RTLLM,8f3b2a19dc,49,58,147,7,1,0,0,48,134,1,0,Domain Arithmetic / Protocol Leaf,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_001,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,46,54,82,2,0,0,0,0,66,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_002,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,38,44,91,2,1,0,0,4,73,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_003,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,22,25,41,2,0,0,0,0,35,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_004,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,20,23,44,4,1,0,0,12,38,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_005,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,49,57,88,5,1,0,0,16,71,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_006,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,41,48,77,3,0,0,0,0,62,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_007,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,30,35,75,2,0,0,0,0,61,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_008,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,44,51,88,2,1,0,0,4,71,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_009,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,28,33,70,2,0,0,0,0,57,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_010,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,28,33,64,2,1,0,0,4,53,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_011,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,36,42,82,4,1,0,0,12,66,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_012,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,22,25,50,4,1,0,0,12,42,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_013,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,17,20,42,5,0,0,0,0,36,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_014,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,46,54,105,2,0,0,0,0,83,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_015,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,29,34,52,5,1,0,0,16,44,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_016,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,16,18,32,2,0,0,0,0,29,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_017,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,40,47,76,2,0,0,0,0,62,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_018,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,41,48,90,5,1,0,0,16,72,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_019,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,31,36,58,5,0,0,0,0,48,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_020,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,34,40,81,4,0,0,0,0,65,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_021,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,20,23,42,2,1,0,0,4,36,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_022,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,43,50,90,3,1,0,0,8,72,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_023,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,20,23,36,2,0,0,0,0,32,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_024,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,21,24,50,5,0,0,0,0,42,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_025,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,45,53,108,3,0,0,0,0,86,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_026,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,23,27,41,3,0,0,0,0,35,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_027,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,24,28,43,4,0,0,0,0,37,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_028,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,12,14,24,4,1,0,0,12,23,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_029,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,19,22,43,3,1,0,0,8,37,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_030,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,29,34,58,3,0,0,0,0,48,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_031,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,41,48,90,5,1,0,0,16,72,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_032,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,28,33,61,4,0,0,0,0,50,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_033,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,11,12,19,5,0,0,0,0,19,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_034,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,23,27,50,3,1,0,0,8,42,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_035,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,27,31,51,3,1,0,0,8,43,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_036,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,36,42,86,4,0,0,0,0,69,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_037,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,47,55,117,3,0,0,0,0,92,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_038,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,25,29,47,3,1,0,0,8,40,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_039,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,33,38,62,3,1,0,0,8,51,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_040,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,14,16,35,2,1,0,0,4,31,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_041,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,8,9,18,2,0,0,0,0,18,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_042,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,33,38,62,5,0,0,0,0,51,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_043,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,15,17,28,5,1,0,0,16,26,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_044,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,26,30,54,4,1,0,0,12,45,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_045,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,15,17,28,3,1,0,0,8,26,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_046,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,35,41,73,3,0,0,0,0,59,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_047,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,17,20,40,5,1,0,0,16,35,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_048,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,14,16,29,2,1,0,0,4,26,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_049,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,36,42,86,4,0,0,0,0,69,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_050,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,21,24,52,5,0,0,0,0,44,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_051,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,38,44,95,4,0,0,0,0,76,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_052,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,43,50,107,3,1,0,0,8,85,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_053,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,43,50,107,5,1,0,0,16,85,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_054,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,21,24,39,3,1,0,0,8,34,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_055,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,32,37,67,2,0,0,0,0,55,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_056,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,8,9,16,4,0,0,0,0,17,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_057,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,22,25,46,2,1,0,0,4,39,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_058,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,43,50,98,5,0,0,0,0,78,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_059,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,20,23,42,4,0,0,0,0,36,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_060,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,14,16,30,4,0,0,0,0,27,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_061,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,43,50,81,5,1,0,0,16,65,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_062,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,36,42,72,2,0,0,0,0,59,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_063,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,28,33,64,2,0,0,0,0,53,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_064,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,13,15,28,3,1,0,0,8,26,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_065,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,11,12,23,3,1,0,0,8,22,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_066,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,10,11,22,2,1,0,0,4,21,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_067,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,28,33,56,2,1,0,0,4,47,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_068,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,12,14,26,4,1,0,0,12,24,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_069,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,27,31,51,5,1,0,0,16,43,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_070,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,10,11,23,4,0,0,0,0,22,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_071,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,36,42,75,2,1,0,0,4,61,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_072,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,24,28,48,2,0,0,0,0,41,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_073,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,40,47,92,4,0,0,0,0,74,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_074,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,20,23,38,2,1,0,0,4,33,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_075,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,35,41,66,5,1,0,0,16,54,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_076,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,46,54,96,4,1,0,0,12,77,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_077,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,13,15,28,3,0,0,0,0,26,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_078,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,8,9,18,4,0,0,0,0,18,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_079,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,32,37,67,4,0,0,0,0,55,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_080,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,21,24,52,3,1,0,0,8,44,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_081,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,14,16,26,2,0,0,0,0,24,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_082,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,47,55,108,3,1,0,0,8,86,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_083,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,42,49,100,4,0,0,0,0,80,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_084,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,45,53,85,5,1,0,0,16,68,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
AI Synthetic Benchmark,HumanEval-Synthesize (OpenAI/VeriGen),HumanEval_HDL_085,https://github.com/shailja-thakur/VeriGen,a1b2c3d4e5,15,17,33,3,1,0,0,8,29,1,0,Code Completion Synthesis Primitive,2026-08-24T09:35:12.496776+00:00
